player_id,player_name,franchise_key,franchise_name,abbreviations,first_season,last_season,seasons_played
smithis01,Ish Smith,HOU,Houston Rockets,HOU,2010-11,2010-11,1
smithis01,Ish Smith,MEM,Memphis Grizzlies,MEM,2010-11,2010-11,1
smithis01,Ish Smith,GSW,Golden State Warriors,GSW,2011-12,2011-12,1
smithis01,Ish Smith,ORL,Orlando Magic,ORL,2011-12,2012-13,2
smithis01,Ish Smith,MIL,Milwaukee Bucks,MIL,2012-13,2012-13,1
smithis01,Ish Smith,PHX,Phoenix Suns,PHO,2013-14,2013-14,1
smithis01,Ish Smith,OKC,Oklahoma City Thunder,OKC,2014-15,2014-15,1
smithis01,Ish Smith,PHI,Philadelphia 76ers,PHI,2014-15,2015-16,2
smithis01,Ish Smith,NOP,New Orleans Pelicans,NOP,2015-16,2015-16,1
smithis01,Ish Smith,DET,Detroit Pistons,DET,2016-17,2018-19,3
smithis01,Ish Smith,WAS,Washington Wizards,WAS,2019-20,2021-22,3
smithis01,Ish Smith,CHA,Charlotte Hornets,CHO,2021-22,2023-24,2
smithis01,Ish Smith,DEN,Denver Nuggets,DEN,2022-23,2022-23,1
brownch01,Chucky Brown,CLE,Cleveland Cavaliers,CLE,1989-90,2000-01,4
brownch01,Chucky Brown,LAL,Los Angeles Lakers,LAL,1991-92,1991-92,1
brownch01,Chucky Brown,BKN,Brooklyn Nets,NJN,1992-93,1992-93,1
brownch01,Chucky Brown,DAL,Dallas Mavericks,DAL,1993-94,1993-94,1
brownch01,Chucky Brown,HOU,Houston Rockets,HOU,1994-95,1995-96,2
brownch01,Chucky Brown,PHX,Phoenix Suns,PHO,1996-97,1996-97,1
brownch01,Chucky Brown,MIL,Milwaukee Bucks,MIL,1996-97,1996-97,1
brownch01,Chucky Brown,ATL,Atlanta Hawks,ATL,1997-98,1997-98,1
brownch01,Chucky Brown,CHA,Charlotte Hornets,CHH,1998-99,1999-00,2
brownch01,Chucky Brown,SAS,San Antonio Spurs,SAS,1999-00,1999-00,1
brownch01,Chucky Brown,GSW,Golden State Warriors,GSW,2000-01,2000-01,1
brownch01,Chucky Brown,SAC,Sacramento Kings,SAC,2001-02,2001-02,1
templga01,Garrett Temple,HOU,Houston Rockets,HOU,2009-10,2009-10,1
templga01,Garrett Temple,SAC,Sacramento Kings,SAC,2009-10,2017-18,3
templga01,Garrett Temple,SAS,San Antonio Spurs,SAS,2009-10,2010-11,2
templga01,Garrett Temple,MIL,Milwaukee Bucks,MIL,2010-11,2010-11,1
templga01,Garrett Temple,CHA,Charlotte Hornets,CHA,2010-11,2010-11,1
templga01,Garrett Temple,WAS,Washington Wizards,WAS,2012-13,2015-16,4
templga01,Garrett Temple,MEM,Memphis Grizzlies,MEM,2018-19,2018-19,1
templga01,Garrett Temple,LAC,LA Clippers,LAC,2018-19,2018-19,1
templga01,Garrett Temple,BKN,Brooklyn Nets,BRK,2019-20,2019-20,1
templga01,Garrett Temple,CHI,Chicago Bulls,CHI,2020-21,2020-21,1
templga01,Garrett Temple,NOP,New Orleans Pelicans,NOP,2021-22,2022-23,2
templga01,Garrett Temple,TOR,Toronto Raptors,TOR,2023-24,2025-26,3
jacksji01,Jim Jackson,DAL,Dallas Mavericks,DAL,1992-93,1996-97,5
jacksji01,Jim Jackson,BKN,Brooklyn Nets,NJN,1996-97,1996-97,1
jacksji01,Jim Jackson,PHI,Philadelphia 76ers,PHI,1997-98,1997-98,1
jacksji01,Jim Jackson,GSW,Golden State Warriors,GSW,1997-98,1997-98,1
jacksji01,Jim Jackson,POR,Portland Trail Blazers,POR,1998-99,1998-99,1
jacksji01,Jim Jackson,ATL,Atlanta Hawks,ATL,1999-00,2000-01,2
jacksji01,Jim Jackson,CLE,Cleveland Cavaliers,CLE,2000-01,2000-01,1
jacksji01,Jim Jackson,MIA,Miami Heat,MIA,2001-02,2001-02,1
jacksji01,Jim Jackson,SAC,Sacramento Kings,SAC,2002-03,2002-03,1
jacksji01,Jim Jackson,HOU,Houston Rockets,HOU,2003-04,2004-05,2
jacksji01,Jim Jackson,PHX,Phoenix Suns,PHO,2004-05,2005-06,2
jacksji01,Jim Jackson,LAL,Los Angeles Lakers,LAL,2005-06,2005-06,1
smithjo02,Joe Smith,GSW,Golden State Warriors,GSW,1995-96,1997-98,3
smithjo02,Joe Smith,PHI,Philadelphia 76ers,PHI,1997-98,2006-07,2
smithjo02,Joe Smith,MIN,Minnesota Timberwolves,MIN,1998-99,2002-03,4
smithjo02,Joe Smith,DET,Detroit Pistons,DET,2000-01,2000-01,1
smithjo02,Joe Smith,MIL,Milwaukee Bucks,MIL,2003-04,2005-06,3
smithjo02,Joe Smith,DEN,Denver Nuggets,DEN,2006-07,2006-07,1
smithjo02,Joe Smith,CHI,Chicago Bulls,CHI,2007-08,2007-08,1
smithjo02,Joe Smith,CLE,Cleveland Cavaliers,CLE,2007-08,2008-09,2
smithjo02,Joe Smith,OKC,Oklahoma City Thunder,OKC,2008-09,2008-09,1
smithjo02,Joe Smith,ATL,Atlanta Hawks,ATL,2009-10,2009-10,1
smithjo02,Joe Smith,BKN,Brooklyn Nets,NJN,2010-11,2010-11,1
smithjo02,Joe Smith,LAL,Los Angeles Lakers,LAL,2010-11,2010-11,1
masseto01,Tony Massenburg,SAS,San Antonio Spurs,SAS,1990-91,2004-05,3
masseto01,Tony Massenburg,CHA,Charlotte Hornets,CHH,1991-92,1991-92,1
masseto01,Tony Massenburg,BOS,Boston Celtics,BOS,1991-92,1991-92,1
masseto01,Tony Massenburg,GSW,Golden State Warriors,GSW,1991-92,1991-92,1
masseto01,Tony Massenburg,LAC,LA Clippers,LAC,1994-95,1994-95,1
masseto01,Tony Massenburg,TOR,Toronto Raptors,TOR,1995-96,1995-96,1
masseto01,Tony Massenburg,PHI,Philadelphia 76ers,PHI,1995-96,1995-96,1
masseto01,Tony Massenburg,BKN,Brooklyn Nets,NJN,1996-97,1996-97,1
masseto01,Tony Massenburg,MEM,Memphis Grizzlies,"MEM,VAN",1997-98,2001-02,4
masseto01,Tony Massenburg,HOU,Houston Rockets,HOU,1999-00,1999-00,1
masseto01,Tony Massenburg,UTA,Utah Jazz,UTA,2002-03,2002-03,1
masseto01,Tony Massenburg,SAC,Sacramento Kings,SAC,2003-04,2003-04,1
tollian01,Anthony Tolliver,SAS,San Antonio Spurs,SAS,2008-09,2008-09,1
tollian01,Anthony Tolliver,POR,Portland Trail Blazers,POR,2009-10,2019-20,2
tollian01,Anthony Tolliver,GSW,Golden State Warriors,GSW,2009-10,2009-10,1
tollian01,Anthony Tolliver,MIN,Minnesota Timberwolves,MIN,2010-11,2018-19,3
tollian01,Anthony Tolliver,ATL,Atlanta Hawks,ATL,2012-13,2012-13,1
tollian01,Anthony Tolliver,CHA,Charlotte Hornets,CHA,2013-14,2013-14,1
tollian01,Anthony Tolliver,PHX,Phoenix Suns,PHO,2014-15,2014-15,1
tollian01,Anthony Tolliver,DET,Detroit Pistons,DET,2014-15,2017-18,3
tollian01,Anthony Tolliver,SAC,Sacramento Kings,SAC,2016-17,2019-20,2
tollian01,Anthony Tolliver,MEM,Memphis Grizzlies,MEM,2019-20,2019-20,1
tollian01,Anthony Tolliver,PHI,Philadelphia 76ers,PHI,2020-21,2020-21,1
augusdj01,D.J. Augustin,CHA,Charlotte Hornets,CHA,2008-09,2011-12,4
augusdj01,D.J. Augustin,IND,Indiana Pacers,IND,2012-13,2012-13,1
augusdj01,D.J. Augustin,TOR,Toronto Raptors,TOR,2013-14,2013-14,1
augusdj01,D.J. Augustin,CHI,Chicago Bulls,CHI,2013-14,2013-14,1
augusdj01,D.J. Augustin,DET,Detroit Pistons,DET,2014-15,2014-15,1
augusdj01,D.J. Augustin,OKC,Oklahoma City Thunder,OKC,2014-15,2015-16,2
augusdj01,D.J. Augustin,DEN,Denver Nuggets,DEN,2015-16,2015-16,1
augusdj01,D.J. Augustin,ORL,Orlando Magic,ORL,2016-17,2019-20,4
augusdj01,D.J. Augustin,MIL,Milwaukee Bucks,MIL,2020-21,2020-21,1
augusdj01,D.J. Augustin,HOU,Houston Rockets,HOU,2020-21,2021-22,2
augusdj01,D.J. Augustin,LAL,Los Angeles Lakers,LAL,2021-22,2021-22,1
schrode01,Dennis Schröder,ATL,Atlanta Hawks,ATL,2013-14,2017-18,5
schrode01,Dennis Schröder,OKC,Oklahoma City Thunder,OKC,2018-19,2019-20,2
schrode01,Dennis Schröder,LAL,Los Angeles Lakers,LAL,2020-21,2022-23,2
schrode01,Dennis Schröder,BOS,Boston Celtics,BOS,2021-22,2021-22,1
schrode01,Dennis Schröder,HOU,Houston Rockets,HOU,2021-22,2021-22,1
schrode01,Dennis Schröder,TOR,Toronto Raptors,TOR,2023-24,2023-24,1
schrode01,Dennis Schröder,BKN,Brooklyn Nets,BRK,2023-24,2024-25,2
schrode01,Dennis Schröder,GSW,Golden State Warriors,GSW,2024-25,2024-25,1
schrode01,Dennis Schröder,DET,Detroit Pistons,DET,2024-25,2024-25,1
schrode01,Dennis Schröder,SAC,Sacramento Kings,SAC,2025-26,2025-26,1
schrode01,Dennis Schröder,CLE,Cleveland Cavaliers,CLE,2025-26,2025-26,1
greenje02,Jeff Green,OKC,Oklahoma City Thunder,"OKC,SEA",2007-08,2010-11,4
greenje02,Jeff Green,BOS,Boston Celtics,BOS,2010-11,2014-15,4
greenje02,Jeff Green,MEM,Memphis Grizzlies,MEM,2014-15,2015-16,2
greenje02,Jeff Green,LAC,LA Clippers,LAC,2015-16,2015-16,1
greenje02,Jeff Green,ORL,Orlando Magic,ORL,2016-17,2016-17,1
greenje02,Jeff Green,CLE,Cleveland Cavaliers,CLE,2017-18,2017-18,1
greenje02,Jeff Green,WAS,Washington Wizards,WAS,2018-19,2018-19,1
greenje02,Jeff Green,UTA,Utah Jazz,UTA,2019-20,2019-20,1
greenje02,Jeff Green,HOU,Houston Rockets,HOU,2019-20,2025-26,4
greenje02,Jeff Green,BKN,Brooklyn Nets,BRK,2020-21,2020-21,1
greenje02,Jeff Green,DEN,Denver Nuggets,DEN,2021-22,2022-23,2
ollieke01,Kevin Ollie,DAL,Dallas Mavericks,DAL,1997-98,1997-98,1
ollieke01,Kevin Ollie,ORL,Orlando Magic,ORL,1997-98,1998-99,2
ollieke01,Kevin Ollie,SAC,Sacramento Kings,SAC,1998-99,1998-99,1
ollieke01,Kevin Ollie,PHI,Philadelphia 76ers,PHI,1999-00,2007-08,6
ollieke01,Kevin Ollie,BKN,Brooklyn Nets,NJN,2000-01,2000-01,1
ollieke01,Kevin Ollie,CHI,Chicago Bulls,CHI,2001-02,2001-02,1
ollieke01,Kevin Ollie,IND,Indiana Pacers,IND,2001-02,2001-02,1
ollieke01,Kevin Ollie,MIL,Milwaukee Bucks,MIL,2002-03,2002-03,1
ollieke01,Kevin Ollie,OKC,Oklahoma City Thunder,"OKC,SEA",2002-03,2009-10,2
ollieke01,Kevin Ollie,CLE,Cleveland Cavaliers,CLE,2003-04,2003-04,1
ollieke01,Kevin Ollie,MIN,Minnesota Timberwolves,MIN,2008-09,2008-09,1
jamesmi01,Mike James,MIA,Miami Heat,MIA,2001-02,2002-03,2
jamesmi01,Mike James,BOS,Boston Celtics,BOS,2003-04,2003-04,1
jamesmi01,Mike James,DET,Detroit Pistons,DET,2003-04,2003-04,1
jamesmi01,Mike James,MIL,Milwaukee Bucks,MIL,2004-05,2004-05,1
jamesmi01,Mike James,HOU,Houston Rockets,HOU,2004-05,2007-08,2
jamesmi01,Mike James,TOR,Toronto Raptors,TOR,2005-06,2005-06,1
jamesmi01,Mike James,MIN,Minnesota Timberwolves,MIN,2006-07,2006-07,1
jamesmi01,Mike James,NOP,New Orleans Pelicans,NOH,2007-08,2008-09,2
jamesmi01,Mike James,WAS,Washington Wizards,WAS,2008-09,2009-10,2
jamesmi01,Mike James,CHI,Chicago Bulls,CHI,2011-12,2013-14,2
jamesmi01,Mike James,DAL,Dallas Mavericks,DAL,2012-13,2012-13,1
williaa01,Aaron Williams,UTA,Utah Jazz,UTA,1993-94,1993-94,1
williaa01,Aaron Williams,MIL,Milwaukee Bucks,MIL,1994-95,1994-95,1
williaa01,Aaron Williams,DEN,Denver Nuggets,DEN,1996-97,1996-97,1
williaa01,Aaron Williams,MEM,Memphis Grizzlies,VAN,1996-97,1996-97,1
williaa01,Aaron Williams,OKC,Oklahoma City Thunder,SEA,1997-98,1998-99,2
williaa01,Aaron Williams,WAS,Washington Wizards,WAS,1999-00,1999-00,1
williaa01,Aaron Williams,BKN,Brooklyn Nets,NJN,2000-01,2004-05,5
williaa01,Aaron Williams,TOR,Toronto Raptors,TOR,2004-05,2005-06,2
williaa01,Aaron Williams,NOP,New Orleans Pelicans,NOK,2005-06,2005-06,1
williaa01,Aaron Williams,LAC,LA Clippers,LAC,2006-07,2007-08,2
jonesda01,Damon Jones,BKN,Brooklyn Nets,NJN,1998-99,1998-99,1
jonesda01,Damon Jones,BOS,Boston Celtics,BOS,1998-99,1998-99,1
jonesda01,Damon Jones,GSW,Golden State Warriors,GSW,1999-00,1999-00,1
jonesda01,Damon Jones,DAL,Dallas Mavericks,DAL,1999-00,1999-00,1
jonesda01,Damon Jones,MEM,Memphis Grizzlies,VAN,2000-01,2000-01,1
jonesda01,Damon Jones,DET,Detroit Pistons,DET,2001-02,2001-02,1
jonesda01,Damon Jones,SAC,Sacramento Kings,SAC,2002-03,2002-03,1
jonesda01,Damon Jones,MIL,Milwaukee Bucks,MIL,2003-04,2008-09,2
jonesda01,Damon Jones,MIA,Miami Heat,MIA,2004-05,2004-05,1
jonesda01,Damon Jones,CLE,Cleveland Cavaliers,CLE,2005-06,2007-08,3
wrighde01,Delon Wright,TOR,Toronto Raptors,TOR,2015-16,2018-19,4
wrighde01,Delon Wright,MEM,Memphis Grizzlies,MEM,2018-19,2018-19,1
wrighde01,Delon Wright,DAL,Dallas Mavericks,DAL,2019-20,2019-20,1
wrighde01,Delon Wright,DET,Detroit Pistons,DET,2020-21,2020-21,1
wrighde01,Delon Wright,SAC,Sacramento Kings,SAC,2020-21,2020-21,1
wrighde01,Delon Wright,ATL,Atlanta Hawks,ATL,2021-22,2021-22,1
wrighde01,Delon Wright,WAS,Washington Wizards,WAS,2022-23,2023-24,2
wrighde01,Delon Wright,MIA,Miami Heat,MIA,2023-24,2023-24,1
wrighde01,Delon Wright,MIL,Milwaukee Bucks,MIL,2024-25,2024-25,1
wrighde01,Delon Wright,NYK,New York Knicks,NYK,2024-25,2024-25,1
goodedr01,Drew Gooden,MEM,Memphis Grizzlies,MEM,2002-03,2002-03,1
goodedr01,Drew Gooden,ORL,Orlando Magic,ORL,2002-03,2003-04,2
goodedr01,Drew Gooden,CLE,Cleveland Cavaliers,CLE,2004-05,2007-08,4
goodedr01,Drew Gooden,CHI,Chicago Bulls,CHI,2007-08,2008-09,2
goodedr01,Drew Gooden,SAC,Sacramento Kings,SAC,2008-09,2008-09,1
goodedr01,Drew Gooden,SAS,San Antonio Spurs,SAS,2008-09,2008-09,1
goodedr01,Drew Gooden,DAL,Dallas Mavericks,DAL,2009-10,2009-10,1
goodedr01,Drew Gooden,LAC,LA Clippers,LAC,2009-10,2009-10,1
goodedr01,Drew Gooden,MIL,Milwaukee Bucks,MIL,2010-11,2012-13,3
goodedr01,Drew Gooden,WAS,Washington Wizards,WAS,2013-14,2015-16,3
boykiea01,Earl Boykins,BKN,Brooklyn Nets,NJN,1998-99,1998-99,1
boykiea01,Earl Boykins,CLE,Cleveland Cavaliers,CLE,1998-99,1999-00,2
boykiea01,Earl Boykins,ORL,Orlando Magic,ORL,1999-00,1999-00,1
boykiea01,Earl Boykins,LAC,LA Clippers,LAC,2000-01,2001-02,2
boykiea01,Earl Boykins,GSW,Golden State Warriors,GSW,2002-03,2002-03,1
boykiea01,Earl Boykins,DEN,Denver Nuggets,DEN,2003-04,2006-07,4
boykiea01,Earl Boykins,MIL,Milwaukee Bucks,MIL,2006-07,2010-11,2
boykiea01,Earl Boykins,CHA,Charlotte Hornets,CHA,2007-08,2007-08,1
boykiea01,Earl Boykins,WAS,Washington Wizards,WAS,2009-10,2009-10,1
boykiea01,Earl Boykins,HOU,Houston Rockets,HOU,2011-12,2011-12,1
thomais02,Isaiah Thomas,SAC,Sacramento Kings,SAC,2011-12,2013-14,3
thomais02,Isaiah Thomas,PHX,Phoenix Suns,PHO,2014-15,2023-24,2
thomais02,Isaiah Thomas,BOS,Boston Celtics,BOS,2014-15,2016-17,3
thomais02,Isaiah Thomas,CLE,Cleveland Cavaliers,CLE,2017-18,2017-18,1
thomais02,Isaiah Thomas,LAL,Los Angeles Lakers,LAL,2017-18,2021-22,2
thomais02,Isaiah Thomas,DEN,Denver Nuggets,DEN,2018-19,2018-19,1
thomais02,Isaiah Thomas,WAS,Washington Wizards,WAS,2019-20,2019-20,1
thomais02,Isaiah Thomas,NOP,New Orleans Pelicans,NOP,2020-21,2020-21,1
thomais02,Isaiah Thomas,DAL,Dallas Mavericks,DAL,2021-22,2021-22,1
thomais02,Isaiah Thomas,CHA,Charlotte Hornets,CHO,2021-22,2021-22,1
ennisja01,James Ennis III,MIA,Miami Heat,MIA,2014-15,2015-16,2
ennisja01,James Ennis III,MEM,Memphis Grizzlies,MEM,2015-16,2017-18,3
ennisja01,James Ennis III,NOP,New Orleans Pelicans,NOP,2015-16,2015-16,1
ennisja01,James Ennis III,DET,Detroit Pistons,DET,2017-18,2017-18,1
ennisja01,James Ennis III,HOU,Houston Rockets,HOU,2018-19,2018-19,1
ennisja01,James Ennis III,PHI,Philadelphia 76ers,PHI,2018-19,2019-20,2
ennisja01,James Ennis III,ORL,Orlando Magic,ORL,2019-20,2020-21,2
ennisja01,James Ennis III,BKN,Brooklyn Nets,BRK,2021-22,2021-22,1
ennisja01,James Ennis III,LAC,LA Clippers,LAC,2021-22,2021-22,1
ennisja01,James Ennis III,DEN,Denver Nuggets,DEN,2021-22,2021-22,1
johnsja01,James Johnson,CHI,Chicago Bulls,CHI,2009-10,2010-11,2
johnsja01,James Johnson,TOR,Toronto Raptors,TOR,2010-11,2015-16,4
johnsja01,James Johnson,SAC,Sacramento Kings,SAC,2012-13,2012-13,1
johnsja01,James Johnson,MEM,Memphis Grizzlies,MEM,2013-14,2013-14,1
johnsja01,James Johnson,MIA,Miami Heat,MIA,2016-17,2019-20,4
johnsja01,James Johnson,MIN,Minnesota Timberwolves,MIN,2019-20,2019-20,1
johnsja01,James Johnson,DAL,Dallas Mavericks,DAL,2020-21,2020-21,1
johnsja01,James Johnson,NOP,New Orleans Pelicans,NOP,2020-21,2020-21,1
johnsja01,James Johnson,BKN,Brooklyn Nets,BRK,2021-22,2021-22,1
johnsja01,James Johnson,IND,Indiana Pacers,IND,2022-23,2024-25,3
holidju01,Justin Holiday,PHI,Philadelphia 76ers,PHI,2012-13,2012-13,1
holidju01,Justin Holiday,GSW,Golden State Warriors,GSW,2014-15,2014-15,1
holidju01,Justin Holiday,ATL,Atlanta Hawks,ATL,2015-16,2022-23,2
holidju01,Justin Holiday,CHI,Chicago Bulls,CHI,2015-16,2018-19,3
holidju01,Justin Holiday,NYK,New York Knicks,NYK,2016-17,2016-17,1
holidju01,Justin Holiday,MEM,Memphis Grizzlies,MEM,2018-19,2018-19,1
holidju01,Justin Holiday,IND,Indiana Pacers,IND,2019-20,2021-22,3
holidju01,Justin Holiday,SAC,Sacramento Kings,SAC,2021-22,2021-22,1
holidju01,Justin Holiday,DAL,Dallas Mavericks,DAL,2022-23,2022-23,1
holidju01,Justin Holiday,DEN,Denver Nuggets,DEN,2023-24,2023-24,1
amundlo01,Lou Amundson,UTA,Utah Jazz,UTA,2006-07,2006-07,1
amundlo01,Lou Amundson,PHI,Philadelphia 76ers,PHI,2006-07,2007-08,2
amundlo01,Lou Amundson,PHX,Phoenix Suns,PHO,2008-09,2009-10,2
amundlo01,Lou Amundson,GSW,Golden State Warriors,GSW,2010-11,2010-11,1
amundlo01,Lou Amundson,IND,Indiana Pacers,IND,2011-12,2011-12,1
amundlo01,Lou Amundson,MIN,Minnesota Timberwolves,MIN,2012-13,2012-13,1
amundlo01,Lou Amundson,CHI,Chicago Bulls,CHI,2012-13,2013-14,2
amundlo01,Lou Amundson,NOP,New Orleans Pelicans,"NOH,NOP",2012-13,2013-14,2
amundlo01,Lou Amundson,CLE,Cleveland Cavaliers,CLE,2014-15,2014-15,1
amundlo01,Lou Amundson,NYK,New York Knicks,NYK,2014-15,2015-16,2
bryanma01,Mark Bryant,POR,Portland Trail Blazers,POR,1988-89,1994-95,7
bryanma01,Mark Bryant,HOU,Houston Rockets,HOU,1995-96,1995-96,1
bryanma01,Mark Bryant,PHX,Phoenix Suns,PHO,1996-97,1997-98,2
bryanma01,Mark Bryant,CHI,Chicago Bulls,CHI,1998-99,1998-99,1
bryanma01,Mark Bryant,CLE,Cleveland Cavaliers,CLE,1999-00,1999-00,1
bryanma01,Mark Bryant,DAL,Dallas Mavericks,DAL,2000-01,2000-01,1
bryanma01,Mark Bryant,SAS,San Antonio Spurs,SAS,2001-02,2001-02,1
bryanma01,Mark Bryant,PHI,Philadelphia 76ers,PHI,2002-03,2002-03,1
bryanma01,Mark Bryant,DEN,Denver Nuggets,DEN,2002-03,2002-03,1
bryanma01,Mark Bryant,BOS,Boston Celtics,BOS,2002-03,2002-03,1
curryse01,Seth Curry,MEM,Memphis Grizzlies,MEM,2013-14,2013-14,1
curryse01,Seth Curry,CLE,Cleveland Cavaliers,CLE,2013-14,2013-14,1
curryse01,Seth Curry,PHX,Phoenix Suns,PHO,2014-15,2014-15,1
curryse01,Seth Curry,SAC,Sacramento Kings,SAC,2015-16,2015-16,1
curryse01,Seth Curry,DAL,Dallas Mavericks,DAL,2016-17,2023-24,3
curryse01,Seth Curry,POR,Portland Trail Blazers,POR,2018-19,2018-19,1
curryse01,Seth Curry,PHI,Philadelphia 76ers,PHI,2020-21,2021-22,2
curryse01,Seth Curry,BKN,Brooklyn Nets,BRK,2021-22,2022-23,2
curryse01,Seth Curry,CHA,Charlotte Hornets,CHO,2023-24,2024-25,2
curryse01,Seth Curry,GSW,Golden State Warriors,GSW,2025-26,2025-26,1
arizatr01,Trevor Ariza,NYK,New York Knicks,NYK,2004-05,2005-06,2
arizatr01,Trevor Ariza,ORL,Orlando Magic,ORL,2005-06,2007-08,3
arizatr01,Trevor Ariza,LAL,Los Angeles Lakers,LAL,2007-08,2021-22,3
arizatr01,Trevor Ariza,HOU,Houston Rockets,HOU,2009-10,2017-18,5
arizatr01,Trevor Ariza,NOP,New Orleans Pelicans,NOH,2010-11,2011-12,2
arizatr01,Trevor Ariza,WAS,Washington Wizards,WAS,2012-13,2018-19,3
arizatr01,Trevor Ariza,PHX,Phoenix Suns,PHO,2018-19,2018-19,1
arizatr01,Trevor Ariza,SAC,Sacramento Kings,SAC,2019-20,2019-20,1
arizatr01,Trevor Ariza,POR,Portland Trail Blazers,POR,2019-20,2019-20,1
arizatr01,Trevor Ariza,MIA,Miami Heat,MIA,2020-21,2020-21,1
millean02,Andre Miller,CLE,Cleveland Cavaliers,CLE,1999-00,2001-02,3
millean02,Andre Miller,LAC,LA Clippers,LAC,2002-03,2002-03,1
millean02,Andre Miller,DEN,Denver Nuggets,DEN,2003-04,2013-14,7
millean02,Andre Miller,PHI,Philadelphia 76ers,PHI,2006-07,2008-09,3
millean02,Andre Miller,POR,Portland Trail Blazers,POR,2009-10,2010-11,2
millean02,Andre Miller,WAS,Washington Wizards,WAS,2013-14,2014-15,2
millean02,Andre Miller,SAC,Sacramento Kings,SAC,2014-15,2014-15,1
millean02,Andre Miller,MIN,Minnesota Timberwolves,MIN,2015-16,2015-16,1
millean02,Andre Miller,SAS,San Antonio Spurs,SAS,2015-16,2015-16,1
goldwan01,Anthony Goldwire,CHA,Charlotte Hornets,CHH,1995-96,1996-97,2
goldwan01,Anthony Goldwire,DEN,Denver Nuggets,DEN,1996-97,2000-01,3
goldwan01,Anthony Goldwire,SAS,San Antonio Spurs,SAS,2002-03,2002-03,1
goldwan01,Anthony Goldwire,WAS,Washington Wizards,WAS,2002-03,2002-03,1
goldwan01,Anthony Goldwire,MIN,Minnesota Timberwolves,MIN,2003-04,2003-04,1
goldwan01,Anthony Goldwire,BKN,Brooklyn Nets,NJN,2003-04,2003-04,1
goldwan01,Anthony Goldwire,DET,Detroit Pistons,DET,2004-05,2004-05,1
goldwan01,Anthony Goldwire,MIL,Milwaukee Bucks,MIL,2004-05,2004-05,1
goldwan01,Anthony Goldwire,LAC,LA Clippers,LAC,2005-06,2005-06,1
benjabe01,Benoit Benjamin,LAC,LA Clippers,LAC,1985-86,1990-91,6
benjabe01,Benoit Benjamin,OKC,Oklahoma City Thunder,SEA,1990-91,1992-93,3
benjabe01,Benoit Benjamin,LAL,Los Angeles Lakers,LAL,1992-93,1992-93,1
benjabe01,Benoit Benjamin,BKN,Brooklyn Nets,NJN,1993-94,1994-95,2
benjabe01,Benoit Benjamin,MEM,Memphis Grizzlies,VAN,1995-96,1995-96,1
benjabe01,Benoit Benjamin,MIL,Milwaukee Bucks,MIL,1995-96,1995-96,1
benjabe01,Benoit Benjamin,TOR,Toronto Raptors,TOR,1996-97,1996-97,1
benjabe01,Benoit Benjamin,PHI,Philadelphia 76ers,PHI,1997-98,1998-99,2
benjabe01,Benoit Benjamin,CLE,Cleveland Cavaliers,CLE,1999-00,1999-00,1
knighbr01,Brevin Knight,CLE,Cleveland Cavaliers,CLE,1997-98,2000-01,4
knighbr01,Brevin Knight,ATL,Atlanta Hawks,ATL,2000-01,2000-01,1
knighbr01,Brevin Knight,MEM,Memphis Grizzlies,MEM,2001-02,2002-03,2
knighbr01,Brevin Knight,PHX,Phoenix Suns,PHO,2003-04,2003-04,1
knighbr01,Brevin Knight,WAS,Washington Wizards,WAS,2003-04,2003-04,1
knighbr01,Brevin Knight,MIL,Milwaukee Bucks,MIL,2003-04,2003-04,1
knighbr01,Brevin Knight,CHA,Charlotte Hornets,CHA,2004-05,2006-07,3
knighbr01,Brevin Knight,LAC,LA Clippers,LAC,2007-08,2007-08,1
knighbr01,Brevin Knight,UTA,Utah Jazz,UTA,2008-09,2008-09,1
butleca01,Caron Butler,MIA,Miami Heat,MIA,2002-03,2003-04,2
butleca01,Caron Butler,LAL,Los Angeles Lakers,LAL,2004-05,2004-05,1
butleca01,Caron Butler,WAS,Washington Wizards,WAS,2005-06,2009-10,5
butleca01,Caron Butler,DAL,Dallas Mavericks,DAL,2009-10,2010-11,2
butleca01,Caron Butler,LAC,LA Clippers,LAC,2011-12,2012-13,2
butleca01,Caron Butler,MIL,Milwaukee Bucks,MIL,2013-14,2013-14,1
butleca01,Caron Butler,OKC,Oklahoma City Thunder,OKC,2013-14,2013-14,1
butleca01,Caron Butler,DET,Detroit Pistons,DET,2014-15,2014-15,1
butleca01,Caron Butler,SAC,Sacramento Kings,SAC,2015-16,2015-16,1
houseed01,Eddie House,MIA,Miami Heat,MIA,2000-01,2010-11,4
houseed01,Eddie House,LAC,LA Clippers,LAC,2003-04,2003-04,1
houseed01,Eddie House,CHA,Charlotte Hornets,CHA,2004-05,2004-05,1
houseed01,Eddie House,MIL,Milwaukee Bucks,MIL,2004-05,2004-05,1
houseed01,Eddie House,SAC,Sacramento Kings,SAC,2004-05,2004-05,1
houseed01,Eddie House,PHX,Phoenix Suns,PHO,2005-06,2005-06,1
houseed01,Eddie House,BKN,Brooklyn Nets,NJN,2006-07,2006-07,1
houseed01,Eddie House,BOS,Boston Celtics,BOS,2007-08,2009-10,3
houseed01,Eddie House,NYK,New York Knicks,NYK,2009-10,2009-10,1
fostegr01,Greg Foster,WAS,Washington Wizards,WSB,1990-91,1992-93,3
fostegr01,Greg Foster,ATL,Atlanta Hawks,ATL,1992-93,1992-93,1
